pid	devicetype	brand	model	version	fccid	availability	whereavailable	supportedsincecommit	supportedsincerel	supportedcurrentrel	unsupported_functions	target	subtarget	packagearchitecture	bootloader	cpu	cpucores	cpumhz	flashmb	rammb	ethernet100mports	ethernetgbitports	switch	vlan	modem	commentsnetworkports	wlanhardware	wlan24ghz	wlan50ghz	wlancomments	wlandriver	detachableantennas	bluetooth	usbports	sataports	commentsusbsataports	videoports	audioports	phoneports	commentsavports	serial	serialconnectionparameters	jtag	ledcount	buttoncount	gpios	powersupply	devicepage	device_techdata	owrt_forum_topic_url	lede_forum_topic_url	forumsearch	gitsearch	wikideviurl	oemdevicehomepageurl	firmwareoemstockurl	firmwareopenwrtinstallurl	firmwareopenwrtupgradeurl	firmwareopenwrtsnapshotinstallurl	firmwareopenwrtsnapshotupgradeurl	installationmethods	commentinstallation	recoverymethods	commentrecovery	picture	comments
16350	WiFi AP	Cisco	VEN401	NULL	https://fcc.io/MXF/-AP990624M	Discontinued 2014			14.07	14.07	NULL	brcm47xx	mips74k	mipsel_74kc	CFE	Broadcom BCM4717	1	354	8	64	1	-	-	No	-		Broadcom BCM4717	-	a/n		b43	-	-	-	-		-	-	-		Yes	115200 / 8N1	¿	¿	¿	-	12 VDC, 1.0 A	toh:cisco:ven401	View/Edit data	https://forum.openwrt.org/viewtopic.php?id=54484	NULL	VEN401	VEN401	https://wikidevi.wi-cat.ru/Cisco_VEN401			http://archive.openwrt.org/barrier_breaker/14.07/brcm47xx/mips74k/openwrt-brcm47xx-mips74k-squashfs.trx	NULL	NULL	NULL	see forum		NULL		media:cisco:cisco_ven401.jpg	
16351	WiFi Router	Cisco	WRVS4400N	v2.0	NULL	Discontinued 2012					Possible to support				ARMboot	Cavium CNS1109, Cavium CNS1202	1	250	8	64	-	5	Vitesse VSC7385 SparX-G5	Yes	-		Ralink RT2800	b/g/n	-		rt2800pci	-	-	-	-		-	-	-		Yes	38400 / 8N1	No	¿	¿	¿	12 VDC, 1.0 A	toh:cisco:wrvs4400n_v2	View/Edit data	NULL	NULL	WRVS4400N	WRVS4400N	https://wikidevi.wi-cat.ru/Linksys_WRVS4400N_v2.0	https://www.cisco.com/c/en/us/products/routers/wrvs4400n-wireless-n-gigabit-security-router-vpn-v2-0/index.html		NULL	NULL	NULL	NULL	NULL		NULL		media:cisco:wrvs4400n:wrvs4400n_general_view.jpg	
16354	WiFi Router	COMFAST	CF-E316N	v2	NULL	Discontinued		https://git.lede-project.org/?p=source.git;a=commit;h=2ce833060a6ac412d0df362edb950b19da9af04c	17.01.0	19.07.5	NULL	ar71xx	generic	mips_24kc	U-Boot	Atheros AR9341	1	400	16	¿	2	-	¿	¿	-		¿	b/g/n	-		unknown	-	-	-	-		-	-	-		Yes	¿	No	4	1	-	PoE 48V		View/Edit data	NULL	NULL	CF-E316N	CF-E316N	NULL	http://en.comfast.com.cn/product/WirelessNetworkBridge/item-163.html	http://comfast.com.cn/upload/%E8%BD%AF%E4%BB%B6%E9%A9%B1%E5%8A%A8/%E5%9B%BA%E4%BB%B6/CF-E316NV2-V2.0%E5%9B%BA%E4%BB%B6.zip	NULL	http://downloads.openwrt.org/releases/19.07.5/targets/ar71xx/generic/openwrt-19.07.5-ar71xx-generic-cf-e316n-v2-squashfs-sysupgrade.bin	NULL	NULL	TFTP generic	Router checks for "firmware-auto.bin" on TFTP server at 192.168.1.10.	TFTP generic		media:example:genericrouter1.png	Waterproof. Suitable for outdoor usage.
16355	WiFi Router	COMFAST	CF-WR800N	v1	NULL	Available 2019	newegg.com	https://git.lede-project.org/?p=source.git;a=commit;h=5e96c2d5413425816eb2e0113d0dca994ba7275c	15.05	19.07.5	NULL	ramips	mt7620	mipsel_24kc	U-Boot	MediaTek MT7620N	1	580	8	32	1	-	MediaTek MT7530	Yes	-		MediaTek MT7620N	b/g/n	-		mt76	-	-	-	-		-	-	-		Yes	115200 / 8N1	¿	3	1	-	100-240 VAC, 50-60 Hz, 0.05 A	toh:comfast:cf-wr800n	View/Edit data	NULL	NULL	CF-WR800N	CF-WR800N	NULL	http://en.comfast.com.cn/product/item-170.html		NULL	http://downloads.openwrt.org/releases/19.07.5/targets/ramips/mt7620/openwrt-19.07.5-ramips-mt7620-cf-wr800n-squashfs-sysupgrade.bin	NULL	http://downloads.openwrt.org/snapshots/targets/ramips/mt7620/openwrt-ramips-mt7620-comfast_cf-wr800n-squashfs-sysupgrade.bin	see devicepage		NULL		media:example:genericrouter1.png	
16356	Single Board Computer	Compex	MMC543AHV	6E03	NULL	Discontinued			12.09	17.01.4	NULL	ar71xx	generic	mips_24kc	CFE	Atheros AR7161	1	680	8	32	1	-	¿	No	-		ALL Compex Atheros WLM200 series mini-PCI	b/g/n	a/n		unknown	¿	¿	-	-		¿	¿	¿		Yes	¿	Yes	¿	¿	¿	¿	toh:compex:mmc543ahv	View/Edit data	NULL	NULL	MMC543AHV	MMC543AHV	NULL			http://downloads.openwrt-project.org/releases/17.01.4/targets/ar71xx/generic/openwrt-17.01.4-ar71xx-generic-wp543-squashfs-4M-factory.img	http://downloads.openwrt-project.org/releases/17.01.4/targets/ar71xx/generic/openwrt-17.01.4-ar71xx-generic-wp543-squashfs-4M-sysupgrade.bin	NULL	NULL	see devicepage		CFE TFTP recovery		media:example:genericrouter1.png	
16357	WiFi Router	Compex	MMC543HV	6E03	NULL	Discontinued			12.09	17.01.4	NULL	ar71xx	generic	mips_24kc	CFE	Atheros AR7130	1	300	4	32	1	-	¿	No	-		ALL Compex Atheros WLM200 series mini-PCI	b/g/n	a/n		unknown	¿	¿	-	-		¿	¿	¿		Yes	¿	Yes	¿	¿	¿	¿	toh:compex:mmc543hv	View/Edit data	NULL	NULL	MMC543HV	MMC543HV	NULL			http://downloads.openwrt-project.org/releases/17.01.4/targets/ar71xx/generic/openwrt-17.01.4-ar71xx-generic-wp543-squashfs-4M-factory.img	http://downloads.openwrt-project.org/releases/17.01.4/targets/ar71xx/generic/openwrt-17.01.4-ar71xx-generic-wp543-squashfs-4M-sysupgrade.bin	NULL	NULL	see devicepage		CFE TFTP recovery		media:example:genericrouter1.png	
16358	WiFi Router	Compex	WP54	6E	NULL	Discontinued			12.09	12.09	NULL	adm5120			CFE	Infineon ADM5120	1	175	4	16	2	-	¿	Yes	-		Compex WLM54G / WLM54AG (mini-PCI)	-	-		unknown	-	¿	-	-		¿	¿	¿		Yes	¿	Yes	¿	¿	¿	¿	toh:compex:wp54	View/Edit data	NULL	NULL	WP54	WP54	NULL			NULL	NULL	NULL	NULL	see devicepage		CFE TFTP recovery		media:example:genericrouter1.png	
16359	WiFi Router	Compex	WP54g	6E	NULL	Discontinued			10.03	10.03.1	NULL	adm5120			CFE	Infineon ADM5120	1	175	4	16	2	-	¿	Yes	-		Compex WLM54G / WLM54AG (mini-PCI)	-	-		unknown	-	¿	-	-		¿	¿	¿		Yes	¿	Yes	¿	¿	¿	¿	toh:compex:wp54	View/Edit data	NULL	NULL	WP54g	WP54g	https://wikidevi.wi-cat.ru/Compex_WP54G			NULL	NULL	NULL	NULL	see devicepage		CFE TFTP recovery		media:example:genericrouter1.png	
16360	Single Board Computer	Compex	WP543	6E03	NULL	Discontinued		https://git.lede-project.org/?p=source.git;a=commit;h=3932821bce4fd7d9e43d426d6b2c06d38c7a7e5e	12.09	17.01.4	NULL	ar71xx	generic	mips_24kc	CFE	Atheros AR7130	1	300	4	32	1	-	¿	No	-		ALL Compex Atheros WLM200 series mini-PCI	b/g/n	a/n		unknown	-	¿	-	-		¿	¿	¿		Yes	¿	Yes	¿	¿	¿	¿	toh:compex:wp543	View/Edit data	NULL	NULL	WP543	WP543	NULL			http://downloads.openwrt-project.org/releases/17.01.4/targets/ar71xx/generic/openwrt-17.01.4-ar71xx-generic-wp543-squashfs-4M-factory.img	http://downloads.openwrt-project.org/releases/17.01.4/targets/ar71xx/generic/openwrt-17.01.4-ar71xx-generic-wp543-squashfs-4M-sysupgrade.bin	NULL	NULL	see devicepage		CFE TFTP recovery		media:example:genericrouter1.png	
16361	Single Board Computer	Compex	WP543AHV	6E03	NULL	Discontinued			12.09	17.01.4	NULL	ar71xx	generic	mips_24kc	CFE	Atheros AR7161	1	680	8	32	1	-	¿	No	-		ALL Compex Atheros WLM200 series mini-PCI	b/g/n	a/n		unknown	-	¿	-	-		¿	¿	¿		Yes	¿	Yes	¿	¿	¿	¿	toh:compex:wp543ahv	View/Edit data	NULL	NULL	WP543AHV	WP543AHV	https://wikidevi.wi-cat.ru/Compex_WP543AHV			http://downloads.openwrt-project.org/releases/17.01.4/targets/ar71xx/generic/openwrt-17.01.4-ar71xx-generic-wp543-squashfs-4M-factory.img	http://downloads.openwrt-project.org/releases/17.01.4/targets/ar71xx/generic/openwrt-17.01.4-ar71xx-generic-wp543-squashfs-4M-sysupgrade.bin	NULL	NULL	see devicepage		CFE TFTP recovery		media:example:genericrouter1.png	
16362	Single Board Computer	Compex	WP546HV	6B08	NULL	Discontinued 2018			10.03	10.03	NULL	ar71xx	generic	mips_24kc	CFE	Atheros AR7161	1	680	8	64	2	-	¿	No	-		ALL Compex Atheros WLM200 series mini-PCI	b/g/n	a/n		unknown	-	¿	-	-		¿	¿	¿		Yes	¿	Yes	¿	¿	¿	¿	toh:compex:wp546hv	View/Edit data	NULL	NULL	WP546HV	WP546HV	https://wikidevi.wi-cat.ru/Compex_WP546HV			NULL	NULL	NULL	NULL	see devicepage		CFE TFTP recovery		media:example:genericrouter1.png	
16363	Single Board Computer	Compex	WPE72	7A07	NULL	Discontinued		https://git.lede-project.org/?p=source.git;a=commit;h=a5538a18d428f29e314c16c27ec8965bf58a0805	12.09	17.01.4	NULL	ar71xx	generic	mips_24kc	CFE	Atheros AR7240	1	400	4	32	2	-	Atheros AR7240	Yes	-		ALL Compex Atheros WLE200 series mini-PCIe	b/g/n	a/n		unknown	-	¿	-	-		¿	¿	¿		Yes	¿	Yes	¿	¿	¿	5-24 VDC, PoE	toh:compex:wpe72	View/Edit data	NULL	NULL	WPE72	WPE72	https://wikidevi.wi-cat.ru/Compex_WPE72			http://downloads.openwrt-project.org/releases/17.01.4/targets/ar71xx/generic/openwrt-17.01.4-ar71xx-generic-wpe72-squashfs-4M-factory.img	http://downloads.openwrt-project.org/releases/17.01.4/targets/ar71xx/generic/openwrt-17.01.4-ar71xx-generic-wpe72-squashfs-4M-sysupgrade.bin	NULL	NULL	see devicepage		CFE TFTP recovery		media:example:genericrouter1.png	8M + 16M images also available;
16364	Single Board Computer	Compex	WPE72NX	7A07	https://fcc.io/TK4/WPE72NX	Discontinued			12.09	17.01.4	NULL	ar71xx	generic	mips_24kc	CFE	Atheros AR7240	1	400	4	32	2	-	¿	Yes	-		ALL Compex Atheros WLE200 series mini-PCIe	b/g/n	a/n		unknown	¿	¿	-	-		¿	¿	¿		Yes	¿	Yes	¿	¿	¿	¿	toh:compex:wpe72nx	View/Edit data	NULL	NULL	WPE72NX	WPE72NX	NULL			http://downloads.openwrt.org/releases/17.01.4/targets/ar71xx/generic/openwrt-17.01.4-ar71xx-generic-wpe72-squashfs-4M-factory.img	http://downloads.openwrt.org/releases/17.01.4/targets/ar71xx/generic/openwrt-17.01.4-ar71xx-generic-wpe72-squashfs-4M-sysupgrade.bin	NULL	NULL	see devicepage		CFE TFTP recovery		media:example:genericrouter1.png	
16365	Single Board Computer	Compex	WPJ72Z	7B06	NULL	Discontinued			12.09	12.09	NULL	ar71xx	generic	mips_24kc	CFE	Atheros AR7240	1	400	4	32	2	-	¿	Yes	-		ALL Compex Atheros WLE200 series mini-PCIe	b/g/n	a/n		unknown	¿	¿	-	-		¿	¿	¿		Yes	¿	Yes	¿	¿	¿	¿	toh:compex:wpj72z	View/Edit data	NULL	NULL	WPJ72Z	WPJ72Z	https://wikidevi.wi-cat.ru/Compex_WPJ72Z			NULL	NULL	NULL	NULL	see devicepage		CFE TFTP recovery		media:example:genericrouter1.png	
16366	Single Board Computer	Compex	WPJ342	7A05	https://fcc.io/TK4/WPJ342	Discontinued		https://git.lede-project.org/?p=source.git;a=commit;h=d9799dea89ea1da5bbc0c9146a2e1ae5e54bd742	17.01.0	19.07.5	NULL	ar71xx	generic	mips_24kc	U-Boot	Atheros AR9342	1	560	16	64	2	-	¿	Yes	-		Atheros AR9342 (onboard) + ALL Compex Atheros WLE300 series mini-PCIe	b/g/n	a/n		ath9k	-	¿	-	-		¿	¿	¿		Yes	¿	Yes	6	1	¿	12-24 VDC, PoE 802.3af	toh:compex:wpj342	View/Edit data	NULL	NULL	WPJ342	WPJ342	https://wikidevi.wi-cat.ru/Compex_WPJ342	http://www.compex.com.sg/product/wpj342/		NULL	http://downloads.openwrt.org/releases/19.07.5/targets/ar71xx/generic/openwrt-19.07.5-ar71xx-generic-wpj342-squashfs-sysupgrade.bin	NULL	NULL	see devicepage		NULL		media:example:genericrouter1.png	
16367	Single Board Computer	Compex	WPJ344	6A06	https://fcc.io/TK4/WPJ344	Discontinued		https://git.lede-project.org/?p=source.git;a=commit;h=9d76de977142e50753e27144d172fde068fd4936	12.09	19.07.5	NULL	ar71xx-ath79	generic	mips_24kc	U-Boot	Atheros AR9344	1	533	16	128	-	2	Qualcomm Atheros QCA8334	Yes	-		Atheros AR9344	b/g/n	a/n		ath9k	-	¿	-	-		-	-	-		Yes	115200 / 8N1	Yes	¿	¿	¿	PoE 802.3af/at	toh:compex:wpj344	View/Edit data	NULL	NULL	WPJ344	WPJ344	https://wikidevi.wi-cat.ru/Compex_WPJ344_(WPJ344HV)			NULL	http://downloads.openwrt.org/releases/19.07.5/targets/ar71xx/generic/openwrt-19.07.5-ar71xx-generic-wpj344-squashfs-sysupgrade.bin	https://downloads.openwrt.org/snapshots/targets/ath79/generic/openwrt-ath79-generic-compex_wpj344-16m-squashfs-cpximg-6a08.bin	https://downloads.openwrt.org/snapshots/targets/ath79/generic/openwrt-ath79-generic-compex_wpj344-16m-squashfs-sysupgrade.bin	U-Boot TFTP recovery		U-Boot TFTP recovery		media:example:genericrouter1.png	
16368	Single Board Computer	Compex	WPJ531	7A03	https://fcc.io/TK4/WPJ531	Available 2020	shop.compex.com.sg	https://git.lede-project.org/?p=source.git;a=commit;h=8399be545a01b05549902a96778b9b3983a6b4ec	15.05	19.07.5	NULL	ar71xx-ath79	generic	mips_24kc	U-Boot	Qualcomm Atheros QCA9531	1	550	16	64	2	-	Qualcomm Atheros QCA9531	Yes	-		Qualcomm Atheros QCA9531 + mini-PCIe	b/g/n	-		ath10k	-	¿	1x Header	-		¿	¿	¿		Yes	115200 / 8N1	Yes	¿	¿	¿	12-24 VDC, PoE 802.3af	toh:compex:wpj531	View/Edit data	NULL	NULL	WPJ531	WPJ531	https://wikidevi.wi-cat.ru/Compex_WPJ531			NULL	http://downloads.openwrt.org/releases/19.07.5/targets/ar71xx/generic/openwrt-19.07.5-ar71xx-generic-wpj531-squashfs-sysupgrade.bin	http://downloads.openwrt.org/snapshots/targets/ath79/generic/	http://downloads.openwrt.org/snapshots/targets/ath79/generic/openwrt-ath79-generic-compex_wpj531-16m-squashfs-sysupgrade.bin	see devicepage		NULL		media:example:genericrouter1.png	
16369	Single Board Computer	Compex	WPJ558	6A06	https://fcc.io/TK4/WPJ558	Discontinued		https://git.lede-project.org/?p=source.git;a=commit;h=b065411a85c10d6be7f5cdb80026ad43c6303013	15.05	19.07.5	NULL	ar71xx	generic	mips_24kc	U-Boot	Qualcomm Atheros QCA9558	1	700	16	128	-	2	¿	Yes	-		Atheros AR9558 (onboard) + ALL Compex Atheros WLE300 series mini-PCIe	b/g/n	a/n		ath9k	-	¿	-	-		¿	¿	¿		Yes	115200 / 8N1	Yes	¿	¿	¿	24-56 VDC, PoE 802.3af/at	toh:compex:wpj558	View/Edit data	NULL	NULL	WPJ558	WPJ558	https://wikidevi.wi-cat.ru/Compex_WPJ558	https://www.compex.com.sg/product/wpj558/		NULL	http://downloads.openwrt.org/releases/19.07.5/targets/ar71xx/generic/openwrt-19.07.5-ar71xx-generic-wpj558-squashfs-sysupgrade.bin	NULL	NULL	see devicepage		NULL		media:example:genericrouter1.png	
16370	WiFi Router	Comtrend	AR-5381u	NULL	NULL	Discontinued		https://git.lede-project.org/?p=source.git;a=commit;h=beb25f96eb444b5770008959f3247a50225a16db	14.07	19.07.5	DSL modem	bcm63xx	generic	mips_mips32	CFE	Broadcom BCM6328	1	320	16	64	4	-	¿	Yes	ADSL2+		Broadcom BCM43225	b/g/n	-		brcmsmac	-	-	1x 2.0	-		-	-	-		Yes	¿	¿	¿	¿	-	12 VDC, 1.0 A	toh:comtrend:ar5381u	View/Edit data	NULL	NULL	AR-5381u	AR-5381u	NULL	http://us.comtrend.com/products/public/product/ipv-6/ar-5381u.html		http://downloads.openwrt.org/releases/19.07.5/targets/brcm63xx/generic/openwrt-19.07.5-brcm63xx-generic-AR5381u-squashfs-cfe.bin	http://downloads.openwrt.org/releases/19.07.5/targets/brcm63xx/generic/openwrt-19.07.5-brcm63xx-generic-AR5381u-squashfs-sysupgrade.bin	http://downloads.openwrt.org/snapshots/targets/bcm63xx/generic/openwrt-bcm63xx-generic-comtrend_ar-5381u-squashfs-cfe.bin	http://downloads.openwrt.org/snapshots/targets/bcm63xx/generic/openwrt-bcm63xx-generic-comtrend_ar-5381u-squashfs-sysupgrade.bin	see devicepage		CFE web recovery		media:example:genericrouter1.png	
16371	WiFi Router	Comtrend	AR-5387un	NULL	NULL	Discontinued		https://git.lede-project.org/?p=source.git;a=commit;h=c9b2e96909cb89f8bd91ef13ab7f89799783ae3b	14.07	19.07.5	DSL modem	bcm63xx	generic	mips_mips32	CFE	Broadcom BCM6328	1	320	16	64	4	-	Broadcom BCM6328	Yes	ADSL2+		Broadcom BCM43225	b/g/n	-		brcmsmac	-	-	1x 2.0	¿		-	-	¿		Yes	¿	¿	5	1	-	12 VDC, 1.0 A	toh:comtrend:ar5387un	View/Edit data	NULL	NULL	AR-5387un	AR-5387un	NULL			http://downloads.openwrt.org/releases/19.07.5/targets/brcm63xx/generic/openwrt-19.07.5-brcm63xx-generic-AR5387un-squashfs-cfe.bin	http://downloads.openwrt.org/releases/19.07.5/targets/brcm63xx/generic/openwrt-19.07.5-brcm63xx-generic-AR5387un-squashfs-sysupgrade.bin	http://downloads.openwrt.org/snapshots/targets/bcm63xx/generic/openwrt-bcm63xx-generic-comtrend_ar-5387un-squashfs-cfe.bin	http://downloads.openwrt.org/snapshots/targets/bcm63xx/generic/openwrt-bcm63xx-generic-comtrend_ar-5387un-squashfs-sysupgrade.bin	see devicepage		CFE web recovery		media:example:genericrouter1.png	
16372	WiFi Router	Comtrend	CT-536+	NULL	NULL	Discontinued			10.03	10.03.1	DSL modem	brcm63xx	generic	mips_mips32	CFE	Broadcom BCM6348	1	256	4	16	4	-	Broadcom BCM5325	Yes	ADSL2+		Broadcom BCM4318 (mini-PCI)	b/g	-		b43	-	¿	Mod	-		NULL	NULL	NULL		Yes	¿	Yes	¿	¿	¿	¿	toh:comtrend:ct536plus	View/Edit data	NULL	NULL	CT-536+	CT-536+	https://wikidevi.wi-cat.ru/Comtrend_CT-536%2B			NULL	NULL	NULL	NULL	see devicepage		CFE web recovery		media:example:genericrouter1.png	
16373	WiFi Router	Comtrend	CT-5361	NULL	NULL	Discontinued			10.03	10.03.1	DSL modem	brcm63xx	generic	mips_mips32	CFE	Broadcom BCM6348	1	256	4	16	4	-	Broadcom BCM5325	Yes	ADSL2+		Broadcom BCM4318 (mini-PCI)	b/g	-		b43	-	¿	Mod	-		NULL	NULL	NULL		Yes	¿	Yes	¿	¿	¿	¿	toh:comtrend:ct5361	View/Edit data	NULL	NULL	CT-5361	CT-5361	https://wikidevi.wi-cat.ru/Comtrend_CT-5361			NULL	NULL	NULL	NULL	see devicepage		CFE web recovery		media:example:genericrouter1.png	
16374	WiFi Router	Comtrend	CT-5365	NULL	NULL	Discontinued		https://git.lede-project.org/?p=source.git;a=commit;h=e490cc7e14d90c1e6fc4280cfc1af4b836533f09	12.09	19.07.5	DSL modem	brcm63xx	generic	mips_mips32	CFE	Broadcom BCM6348	1	240	4	16	4	-	¿	Yes	ADSL2+		Broadcom BCM4318	b/g	-		b43	-	¿	Mod	-		NULL	NULL	NULL		Yes	¿	¿	¿	¿	¿	18 VDC, 0.5 A	toh:comtrend:ct5365	View/Edit data	NULL	NULL	CT-5365	CT-5365	NULL			http://downloads.openwrt.org/releases/19.07.5/targets/brcm63xx/generic/openwrt-19.07.5-brcm63xx-generic-CT-5365-squashfs-cfe.bin	NULL	NULL	NULL	see devicepage		CFE web recovery		media:example:genericrouter1.png	
16376	Router	Comtrend	CT-5621	NULL	NULL	Discontinued		https://git.lede-project.org/?p=source.git;a=commit;h=44e22cbd49deeb17e9033da8bc72059887acb92f	10.03	19.07.5	DSL modem	brcm63xx	generic	mips_mips32	CFE	Broadcom BCM6348	1	256	4	16	4	-	Broadcom BCM5325	Yes	ADSL2+	5	-	-	-		none	-	-	Mod	-		-	-	-		Yes	¿	Yes	¿	¿	-	¿	toh:comtrend:ct5621	View/Edit data	NULL	NULL	CT-5621	CT-5621	NULL			http://downloads.openwrt.org/releases/19.07.5/targets/brcm63xx/generic/openwrt-19.07.5-brcm63xx-generic-CT-536_CT-5621-squashfs-cfe.bin	http://downloads.openwrt.org/releases/19.07.5/targets/brcm63xx/generic/openwrt-19.07.5-brcm63xx-generic-CT-536_CT-5621-squashfs-cfe.bin	NULL	NULL	see devicepage		CFE web recovery		media:example:genericrouter1.png	
16377	WiFi Router	Comtrend	CT-6373	NULL	https://fcc.io/D6X/WL5011S	Discontinued		https://git.lede-project.org/?p=source.git;a=commit;h=18206793b25709ef14888d9960c259726fb65d25	12.09	19.07.5	DSL modem	bcm63xx	generic	mips_mips32	CFE	Broadcom BCM6358	2	300	8	32	4	-	¿	Yes	ADSL2+		Broadcom BCM4318 (mini-PCI)	b/g	-		b43	-	-	1x 2.0 Device	-		-	-	2		Yes	¿	¿	¿	¿	-	15 VDC, 1.5 A	toh:comtrend:ct6373	View/Edit data	https://forum.openwrt.org/viewtopic.php?id=34707	NULL	CT-6373	CT-6373	https://wikidevi.wi-cat.ru/Comtrend_CT-6373			http://downloads.openwrt.org/releases/19.07.5/targets/brcm63xx/generic/openwrt-19.07.5-brcm63xx-generic-CT-6373-squashfs-cfe.bin	NULL	http://downloads.openwrt.org/snapshots/targets/bcm63xx/generic/openwrt-bcm63xx-generic-comtrend_ct-6373-squashfs-cfe.bin	NULL	see devicepage		CFE web recovery		media:example:genericrouter1.png	
16378	WiFi Router	Comtrend	HG-536+	NULL	NULL	Discontinued			10.03	10.03.1	DSL modem	brcm63xx	generic	mips_mips32	CFE	Broadcom BCM6348	1	256	4	16	4	-	Broadcom BCM5325	Yes	ADSL		Broadcom BCM4318 (mini-PCI)	b/g	-		b43	-	¿	Mod	-		¿	¿	¿		Yes	¿	Yes	¿	¿	¿	¿	toh:comtrend:ct536plus	View/Edit data	NULL	NULL	HG-536+	HG-536+	NULL			http://archive.openwrt.org/backfire/10.03.1/brcm63xx/openwrt-96348GW-generic-squashfs-cfe.bin	NULL	NULL	NULL	see devicepage		CFE web recovery		media:example:genericrouter1.png	
16379	WiFi Router	Comtrend	VR-3025u	NULL	NULL	Discontinued		https://git.lede-project.org/?p=source.git;a=commit;h=a669d2c528a4c1048f8a07b176b68c614f1351f4	14.07	19.07.5	DSL modem	bcm63xx	generic	mips_mips32	CFE	Broadcom BCM6368	2	400	32	64	4	-	¿	Yes	-	4	Broadcom BCM43222	b/g/n	-		b43	-	-	1x 2.0	-		-	-	-		Yes	¿	¿	¿	¿	-	¿	toh:comtrend:vr3025u	View/Edit data	NULL	NULL	VR-3025u	VR-3025u	NULL			http://downloads.openwrt.org/releases/19.07.5/targets/brcm63xx/generic/openwrt-19.07.5-brcm63xx-generic-VR-3025u-squashfs-cfe.bin	http://downloads.openwrt.org/releases/19.07.5/targets/brcm63xx/generic/openwrt-19.07.5-brcm63xx-generic-VR-3025u-squashfs-sysupgrade.bin	http://downloads.openwrt.org/snapshots/targets/bcm63xx/generic/openwrt-bcm63xx-generic-comtrend_vr-3025u-squashfs-cfe.bin	http://downloads.openwrt.org/snapshots/targets/bcm63xx/generic/openwrt-bcm63xx-generic-comtrend_vr-3025u-squashfs-sysupgrade.bin	see devicepage		CFE web recovery		media:example:genericrouter1.png	
16380	WiFi Router	Comtrend	VR-3025un	NULL	NULL	Discontinued		https://git.lede-project.org/?p=source.git;a=commit;h=b26139eb3fd4abdb7339b0bd1dfa8f3a08810574	14.07	19.07.5	DSL modem	bcm63xx	generic	mips_mips32	CFE	Broadcom BCM6368	2	400	8	64	4	-	¿	Yes	VDSL2		Broadcom BCM43222 (mini-PCI)	b/g/n	-		b43	-	-	1x 2.0	-		-	-	-		Yes	¿	Yes	¿	1	-	12 VDC, 1.0 A	toh:comtrend:vr3025un	View/Edit data	NULL	NULL	VR-3025un	VR-3025un	NULL			http://downloads.openwrt.org/releases/19.07.5/targets/brcm63xx/generic/openwrt-19.07.5-brcm63xx-generic-VR-3025un-squashfs-cfe.bin	NULL	http://downloads.openwrt.org/snapshots/targets/bcm63xx/generic/openwrt-bcm63xx-generic-comtrend_vr-3025un-squashfs-cfe.bin	NULL	see devicepage		CFE TFTP + serial recovery		media:example:genericrouter1.png	
16381	WiFi Router	Comtrend	VR-3026e	v1	NULL	Discontinued 2013		https://git.lede-project.org/?p=source.git;a=commit;h=78f253f9b10fe2cea7e8a6b8e792523ba05bad77	17.01.0	19.07.5	DSL modem	bcm63xx	generic	mips_mips32	CFE	Broadcom BCM6368	2	400	8	64	4	-	¿	Yes	xDSL		Broadcom BCM43222	b/g/n	-		b43	-	-	-	-		-	-	-		Yes	¿	Yes	¿	3	-	¿	toh:comtrend:vr3026e	View/Edit data	NULL	NULL	VR-3026e	VR-3026e	NULL		http://www.o2.cz/_pub/b4/15/75/236868_957667__657004_298_VR_3028e_CFE_A641_406TO2_C04_R01_.bin	http://downloads.openwrt.org/releases/19.07.5/targets/brcm63xx/generic/openwrt-19.07.5-brcm63xx-generic-VR-3026e-squashfs-cfe.bin	NULL	https://downloads.openwrt.org/snapshots/targets/bcm63xx/generic/openwrt-bcm63xx-generic-comtrend_vr-3026e-squashfs-cfe.bin	NULL	see devicepage		CFE web recovery		media:example:genericrouter1.png	
16382	WiFi Router	Comtrend	WAP-5813n	NULL	NULL	Discontinued		https://git.lede-project.org/?p=source.git;a=commit;h=44ef9f778994e1b9bd37c8525045b53d82b6a504	14.07	19.07.5	WiFi 2.4GHz partly	bcm63xx	smp	mips_mips32	CFE	Broadcom BCM6369	2	400	8	64	-	5	Broadcom BCM53115	Yes	-		Broadcom BCM432c (mini-PCI)	b/g/n	-		b43	2	-	Mod	-		-	-	-		Yes	115200 / 8N1	Yes	9	3	-	12 VDC, 1.0 A	toh:comtrend:wap-5813n	View/Edit data	NULL	NULL	WAP-5813n	WAP-5813n	NULL		https://drive.google.com/uc?id=0ByrtEG1tVo67WVN3c3QzTDNER28	http://downloads.openwrt.org/releases/19.07.5/targets/brcm63xx/smp/openwrt-19.07.5-brcm63xx-smp-WAP-5813n-squashfs-cfe.bin	NULL	http://downloads.openwrt.org/snapshots/targets/bcm63xx/smp/openwrt-bcm63xx-smp-comtrend_wap-5813n-squashfs-cfe.bin	NULL	see devicepage		CFE web recovery		media:example:genericrouter1.png	
